354;566;565;831
356;508;518;821
338;522;531;811
337;506;503;820
312;498;484;801
330;520;523;876
333;515;510;811
298;486;476;793
316;498;484;868
321;515;514;821
319;499;495;782
327;523;527;802
326;523;511;811
330;518;516;784
317;512;505;764
314;506;506;802
329;511;514;784
319;498;501;783
301;485;480;774
313;502;486;783
313;502;501;784
325;524;510;756
323;491;502;764
323;514;502;754
322;499;499;764
314;501;507;754
333;508;499;746
316;489;476;756
337;535;520;764
312;491;481;782
319;493;497;765
319;502;493;718
313;497;501;718
305;489;489;708
321;490;498;755
313;497;493;727
309;490;481;747
316;494;502;717
325;514;502;727
298;476;473;691
314;495;480;735
319;489;482;765
322;503;499;773
326;490;477;756
316;499;485;726
316;487;482;745
301;482;486;718
325;519;508;736
322;512;507;717
312;514;510;765
